조사년도,대학구분,학교구분,지역,설립구분,학교명,본분교명,단과대학,학부·과(전공)명,주야구분,학과특성,학과상태,표준대계열,표준중계열,표준소계열,대학 자체 대개열,수업연한,학위과정
2020,대학,대학교,경북,사립,경주대학교,본교,산업기술대학,컴퓨터정보공학과,주간,일반과정,기존,공학계열,전기·전자·컴퓨터,전산학·컴퓨터공학,공학계열,4년,학사
2020,대학,대학교,대구,사립,계명대학교,본교,공과대학,컴퓨터공학전공,주간,일반과정,기존,공학계열,전기·전자·컴퓨터,전산학·컴퓨터공학,공학계열,4년,학사
2020,대학원,일반대학원,대구,사립,계명대학교 대학원,본교,단과대구분없음,컴퓨터공학과,주간,일반과정,기존,공학계열,전기·전자·컴퓨터,전산학·컴퓨터공학,공학계열,4년,"석사,박사, 석박사통합"
2020,전문대학,전문대학(2년제),대구,사립,계명문화대학교,본교,단과대구분없음,컴퓨터학부(3년제),주간,일반과정,기존,공학계열,전기·전자·컴퓨터,전산학·컴퓨터공학,공학계열,3년,전문학사
2020,대학원,일반대학원,세종,사립,고려대학교(세종) 일반대학원,분교,단과대구분없음,컴퓨터정보학과,주간,일반과정,기존,공학계열,전기·전자·컴퓨터,전산학·컴퓨터공학,자연과학계열,4년,"석사,박사, 석박사통합"
2020,대학,교육대학,충남,국립,공주교육대학교,본교,사범대학,컴퓨터교육과(심화과정),주간,일반과정,기존,인문사회계열,교육,초등교육,자연과학계열,4년,학사
2020,대학,대학교,충남,국립,공주대학교,본교,공과대학,컴퓨터공학전공,주간,일반과정,기존,공학계열,전기·전자·컴퓨터,전산학·컴퓨터공학,공학계열,4년,학사
2020,대학,대학교,충남,국립,공주대학교,본교,사범대학,컴퓨터교육과,주간,일반과정,기존,자연과학계열,교육,중등자연과학교육,자연과학계열,4년,학사
2020,대학원,일반대학원,충남,국립,공주대학교 대학원,본교,단과대구분없음,컴퓨터공학과,주간,일반과정,기존,공학계열,전기·전자·컴퓨터,전산학·컴퓨터공학,공학계열,4년,"석사, 박사"
2020,대학원,일반대학원,충남,국립,공주대학교 대학원,본교,단과대구분없음,컴퓨터교육학과,주간,일반과정,기존,자연과학계열,교육,중등자연과학교육,자연과학계열,2.5년,박사
2020,대학,대학교,서울,사립,광운대학교,본교,소프트웨어융합대학,컴퓨터공학전공,주간,일반과정,기존,공학계열,전기·전자·컴퓨터,전산학·컴퓨터공학,공학계열,4년,학사
2020,대학원,일반대학원,서울,사립,광운대학교 대학원,본교,단과대구분없음,컴퓨터공학과,주간,일반과정,기존,공학계열,전기·전자·컴퓨터,전산학·컴퓨터공학,공학계열,4년,"석사,박사, 석박사통합"
2020,대학원,일반대학원,광주,특별법법인,광주과학기술원 일반대학원,본교,단과대구분없음,전기전자컴퓨터공학부,주간,일반과정,기존,공학계열,전기·전자·컴퓨터,정보·통신공학,공학계열,6년,"석사,박사, 석박사통합"
2020,전문대학,전문대학(2년제),경북,사립,구미대학교,본교,단과대구분없음,전자통신컴퓨터공학부,주간,일반과정,기존,공학계열,전기·전자·컴퓨터,전자공학,공학계열,2년,전문학사
2020,대학원,일반대학원,서울,사립,국민대학교 대학원,본교,단과대구분없음,컴퓨터공학과,주간,일반과정,기존,공학계열,전기·전자·컴퓨터,전산학·컴퓨터공학,공학계열,4.5년,"석사,박사, 석박사통합"
2020,대학,대학교,전북,국립,군산대학교,본교,공과대학,컴퓨터정보통신공학부(정보통신공학전공),주간,일반과정,기존,공학계열,전기·전자·컴퓨터,정보·통신공학,공학계열,4년,학사
2020,대학원,일반대학원,전북,국립,군산대학교 대학원,본교,단과대구분없음,컴퓨터정보공학과(농촌진흥청),주간,일반과정,신설,공학계열,전기·전자·컴퓨터,전산학·컴퓨터공학,공학계열,4년,"석사, 박사"
2020,대학원,일반대학원,전북,국립,군산대학교 대학원,본교,단과대구분없음,통계컴퓨터과학과,주간,일반과정,기존,자연과학계열,수학·물리·천문·지구,통계학,자연과학계열,2년,석사
2020,대학,대학교,경북,국립,금오공과대학교,본교,단과대구분없음,컴퓨터소프트웨어공학과,주간,일반과정,기존,공학계열,전기·전자·컴퓨터,응용소프트웨어공학,공학계열,4년,학사
2020,대학원,일반대학원,경북,국립,금오공과대학교 대학원,본교,단과대구분없음,컴퓨터공학과,주간,일반과정,기존,공학계열,전기·전자·컴퓨터,전산학·컴퓨터공학,공학계열,4년,"석사,박사, 석박사통합"
2020,전문대학,전문대학(3년제),경기,사립,김포대학교,본교,단과대구분없음,컴퓨터소프트웨어과,주간,일반과정,기존,공학계열,전기·전자·컴퓨터,전산학·컴퓨터공학,공학계열,3년,전문학사
2020,대학,대학교,충남,사립,남서울대학교,본교,공과대학,컴퓨터소프트웨어학과,주간,일반과정,기존,공학계열,전기·전자·컴퓨터,전산학·컴퓨터공학,공학계열,4년,학사
2020,대학원,일반대학원,충남,사립,남서울대학교 일반대학원,본교,단과대구분없음,컴퓨터소프트웨어학과,주간,일반과정,신설,공학계열,전기·전자·컴퓨터,전산학·컴퓨터공학,공학계열,2년,석사
2020,대학,대학교,경기,사립,단국대학교,본교,SW융합대학,컴퓨터공학과,주간,일반과정,변경,공학계열,전기·전자·컴퓨터,전산학·컴퓨터공학,공학계열,4년,학사
2020,대학,대학교,경북,사립,대구가톨릭대학교,본교,소프트웨어융합대학,컴퓨터공학전공,주간,일반과정,변경,공학계열,전기·전자·컴퓨터,전산학·컴퓨터공학,공학계열,4년,학사
2020,대학원,일반대학원,경북,사립,대구가톨릭대학교 대학원,본교,단과대구분없음,컴퓨터소프트웨어학과,주간,일반과정,변경,공학계열,전기·전자·컴퓨터,정보·통신공학,공학계열,4년,"석사,박사, 석박사통합"
2020,전문대학,전문대학(2년제),대구,사립,대구과학대학교,본교,단과대구분없음,컴퓨터정보과,주간,일반과정,기존,공학계열,전기·전자·컴퓨터,전산학·컴퓨터공학,공학계열,2년,전문학사
2020,대학,교육대학,대구,국립,대구교육대학교,본교,단과대구분없음,초등컴퓨터교육과(심화과정),주간,일반과정,기존,인문사회계열,교육,초등교육,자연과학계열,4년,학사
2020,대학,대학교,경북,사립,대구대학교,본교,정보통신대학,컴퓨터정보공학부(컴퓨터공학전공),주간,일반과정,기존,공학계열,전기·전자·컴퓨터,전산학·컴퓨터공학,공학계열,4년,학사
2020,전문대학,전문대학(2년제),대전,사립,대덕대학교,본교,단과대구분없음,컴퓨터공학과,주간,일반과정,기존,공학계열,전기·전자·컴퓨터,전산학·컴퓨터공학,공학계열,2년,전문학사
2020,전문대학,전문대학(2년제),대전,사립,대덕대학교,본교,단과대구분없음,컴퓨터정보학과,주간,일반과정,기존,공학계열,전기·전자·컴퓨터,전산학·컴퓨터공학,공학계열,2년,전문학사
2020,전문대학,전문대학(3년제),경기,사립,대림대학교,본교,단과대구분없음,컴퓨터정보학부,주간,일반과정,기존,공학계열,전기·전자·컴퓨터,응용소프트웨어공학,공학계열,3년,전문학사
2020,전문대학,전문대학(2년제),대전,사립,대전과학기술대학교,본교,단과대구분없음,컴퓨터공학&그래픽과,주간,일반과정,기존,공학계열,전기·전자·컴퓨터,응용소프트웨어공학,공학계열,2년,전문학사
2020,대학,대학교,대전,사립,대전대학교,본교,공과대학,컴퓨터공학과,주간,일반과정,기존,공학계열,전기·전자·컴퓨터,전산학·컴퓨터공학,공학계열,4년,학사
2020,대학원,일반대학원,대전,사립,대전대학교 일반대학원,본교,단과대구분없음,컴퓨터공학과(학연산협동과정),주간,일반과정,기존,공학계열,전기·전자·컴퓨터,전산학·컴퓨터공학,공학계열,2년,박사
2020,대학,대학교,경기,사립,대진대학교,본교,휴먼IT공과대학,컴퓨터공학전공,주간,일반과정,기존,공학계열,전기·전자·컴퓨터,전산학·컴퓨터공학,공학계열,4년,학사
2020,대학원,일반대학원,경기,사립,대진대학교 대학원,본교,단과대구분없음,컴퓨터공학과,주간,일반과정,기존,공학계열,전기·전자·컴퓨터,전산학·컴퓨터공학,공학계열,2년,"석사, 박사"
2020,대학,대학교,서울,사립,덕성여자대학교,본교,과학기술대학,컴퓨터공학전공,주간,일반과정,변경,공학계열,전기·전자·컴퓨터,전산학·컴퓨터공학,공학계열,4년,학사
2020,대학원,일반대학원,서울,사립,덕성여자대학교 대학원,본교,단과대구분없음,컴퓨터학과,주간,일반과정,기존,공학계열,전기·전자·컴퓨터,정보·통신공학,자연과학계열,2년,석사
2020,대학,대학교,서울,사립,동국대학교,본교,공과대학,컴퓨터정보통신공학부 컴퓨터공학전공,주간,일반과정,기존,공학계열,전기·전자·컴퓨터,전산학·컴퓨터공학,공학계열,4년,학사
2020,대학원,일반대학원,서울,사립,동국대학교 대학원,본교,단과대구분없음,컴퓨터공학과,주간,일반과정,기존,공학계열,전기·전자·컴퓨터,전산학·컴퓨터공학,공학계열,4년,"석사,박사, 석박사통합"
2020,대학,대학교,서울,사립,동덕여자대학교,본교,정보과학대학,컴퓨터학과,주간,일반과정,기존,공학계열,전기·전자·컴퓨터,전산학·컴퓨터공학,자연과학계열,4년,학사
2020,대학원,일반대학원,서울,사립,동덕여자대학교 일반대학원,본교,단과대구분없음,컴퓨터학과,주간,일반과정,기존,공학계열,전기·전자·컴퓨터,전산학·컴퓨터공학,공학계열,2년,"석사, 박사"
2020,대학,대학교,부산,사립,동명대학교,본교,소프트웨어융합대학,컴퓨터공학과,주간,일반과정,기존,공학계열,전기·전자·컴퓨터,전산학·컴퓨터공학,공학계열,4년,학사
2020,대학원,일반대학원,부산,사립,동명대학교 일반대학원,본교,단과대구분없음,컴퓨터미디어공학과,주간,일반과정,기존,공학계열,전기·전자·컴퓨터,전산학·컴퓨터공학,공학계열,4년,"석사,박사, 석박사통합"
2020,대학,대학교,부산,사립,동서대학교,본교,소프트웨어융합대학,컴퓨터공학과,주간,일반과정,분리,공학계열,전기·전자·컴퓨터,전산학·컴퓨터공학,공학계열,4년,학사
2020,전문대학,전문대학(2년제),경기,사립,동서울대학교,본교,단과대구분없음,컴퓨터소프트웨어학과,주간,일반과정,기존,공학계열,전기·전자·컴퓨터,응용소프트웨어공학,공학계열,3년,전문학사
2020,대학,대학교,전남,사립,동신대학교,본교,공과대학,컴퓨터학과,주간,일반과정,기존,공학계열,전기·전자·컴퓨터,전산학·컴퓨터공학,공학계열,4년,학사
2020,대학원,일반대학원,전남,사립,동신대학교 대학원,본교,단과대구분없음,컴퓨터학과,주간,일반과정,기존,공학계열,전기·전자·컴퓨터,전산학·컴퓨터공학,자연과학계열,2년,"석사, 박사"
2020,대학,대학교,부산,사립,동아대학교,본교,공과대학,컴퓨터공학과,주간,일반과정,기존,공학계열,전기·전자·컴퓨터,전산학·컴퓨터공학,공학계열,4년,학사
2020,대학원,일반대학원,부산,사립,동아대학교 대학원,본교,단과대구분없음,컴퓨터공학과,주간,일반과정,기존,공학계열,전기·전자·컴퓨터,전산학·컴퓨터공학,공학계열,4년,"석사,박사, 석박사통합"
2020,대학,대학교,경북,사립,동양대학교,본교,단과대구분없음,컴퓨터소프트웨어학과,주간,일반과정,변경,공학계열,전기·전자·컴퓨터,정보·통신공학,공학계열,4년,학사
2020,전문대학,전문대학(2년제),부산,사립,동의과학대학교,본교,단과대구분없음,컴퓨터정보과,주간,일반과정,기존,공학계열,전기·전자·컴퓨터,정보·통신공학,공학계열,2년,전문학사
2020,대학,대학교,부산,사립,동의대학교,본교,ICT공과대학,컴퓨터소프트웨어공학전공,주간,일반과정,기존,공학계열,전기·전자·컴퓨터,응용소프트웨어공학,공학계열,4년,학사
2020,대학원,일반대학원,부산,사립,동의대학교 대학원,본교,단과대구분없음,컴퓨터공학과,주간,일반과정,기존,공학계열,전기·전자·컴퓨터,전산학·컴퓨터공학,공학계열,2년,"석사, 박사"
2020,대학,대학교,경기,사립,명지대학교,본교,공과대학,컴퓨터공학과,주간,일반과정,기존,공학계열,전기·전자·컴퓨터,전산학·컴퓨터공학,공학계열,4년,학사
2020,전문대학,전문대학(3년제),서울,사립,명지전문대학,본교,단과대구분없음,컴퓨터공학과,주간,일반과정,기존,공학계열,전기·전자·컴퓨터,전산학·컴퓨터공학,공학계열,3년,전문학사
2020,대학,대학교,전남,국립,목포대학교,본교,공과대학,컴퓨터공학과,주간,일반과정,기존,공학계열,전기·전자·컴퓨터,전산학·컴퓨터공학,공학계열,4년,학사
2020,대학,대학교,전남,국립,목포해양대학교,본교,해양공과대학,해양컴퓨터공학과,주간,일반과정,기존,공학계열,기계,조선·해양공학,공학계열,4년,학사
2020,대학원,일반대학원,전남,국립,목포해양대학교 대학원,본교,단과대구분없음,해양전자·통신·컴퓨터공학과,주간,일반과정,기존,공학계열,전기·전자·컴퓨터,전산학·컴퓨터공학,공학계열,2년,"석사, 박사"
2020,대학,대학교,부산,국립,부경대학교,본교,공과대학,컴퓨터공학과,주간,일반과정,기존,공학계열,전기·전자·컴퓨터,전산학·컴퓨터공학,공학계열,4년,학사
2020,대학원,일반대학원,부산,국립,부경대학교 대학원,본교,단과대구분없음,인공지능컴퓨터전자기계공학협동과정,주간,일반과정,기존,공학계열,전기·전자·컴퓨터,전자공학,공학계열,2년,"석사, 박사"
2020,전문대학,전문대학(2년제),부산,사립,부산과학기술대학교,본교,단과대구분없음,컴퓨터정보과,주간,일반과정,기존,공학계열,전기·전자·컴퓨터,정보·통신공학,공학계열,2년,전문학사
2020,대학,대학교,부산,국립,부산대학교,본교,정보의생명공학대학,정보컴퓨터공학부,주간,일반과정,변경,공학계열,전기·전자·컴퓨터,전산학·컴퓨터공학,공학계열,4년,학사
2020,대학원,일반대학원,부산,국립,부산대학교 일반대학원,본교,단과대구분없음,전기전자컴퓨터공학과,주간,일반과정,기존,공학계열,전기·전자·컴퓨터,N.C.E.,공학계열,4년,"석사,박사, 석박사통합"
2020,대학,대학교,부산,사립,부산외국어대학교,본교,글로벌IT대학,컴퓨터소프트웨어학부,주간,일반과정,기존,공학계열,전기·전자·컴퓨터,전산학·컴퓨터공학,공학계열,4년,학사
2020,전문대학,전문대학(2년제),경기,사립,부천대학교,본교,단과대구분없음,컴퓨터소프트웨어과,주간,일반과정,기존,공학계열,전기·전자·컴퓨터,응용소프트웨어공학,공학계열,3년,전문학사
2020,전문대학,전문대학(2년제),경기,사립,부천대학교,본교,단과대구분없음,컴퓨터정보보안과,주간,일반과정,기존,공학계열,전기·전자·컴퓨터,정보·통신공학,공학계열,3년,전문학사
2020,대학,대학교,서울,사립,상명대학교,본교,융합공과대학,SW융합학부 컴퓨터과학전공,주간,일반과정,변경,공학계열,전기·전자·컴퓨터,전산학·컴퓨터공학,자연과학계열,4년,학사
2020,대학원,일반대학원,서울,사립,상명대학교 대학원,본교,단과대구분없음,컴퓨터과학과,주간,일반과정,기존,공학계열,전기·전자·컴퓨터,전산학·컴퓨터공학,자연과학계열,4년,"석사,박사, 석박사통합"
2020,대학,대학교,강원,사립,상지대학교,본교,융합기술공과대학,컴퓨터공학과,주간,일반과정,변경,공학계열,전기·전자·컴퓨터,전산학·컴퓨터공학,공학계열,4년,학사
2020,대학,대학교,서울,사립,서강대학교,본교,공과대학,컴퓨터공학전공,주간,일반과정,기존,공학계열,전기·전자·컴퓨터,전산학·컴퓨터공학,공학계열,4년,학사
2020,대학,대학교,서울,국립대법인,서울대학교,본교,공과대학,컴퓨터공학부,주간,일반과정,기존,공학계열,전기·전자·컴퓨터,전산학·컴퓨터공학,공학계열,4년,학사
2020,대학,대학교,서울,공립,서울시립대학교,본교,공과대학,컴퓨터과학부,주간,일반과정,기존,공학계열,전기·전자·컴퓨터,전산학·컴퓨터공학,공학계열,4년,학사
